duration_seconds,duration_minutes,duration_hours,emp.var.rate,nr.employed,euribor3m,month,contact,loan,subscribed
336,5.6,0.09333333333333332,1.1,5191.0,4.857,may,1,0,False
365,6.083333333333333,0.10138888888888889,1.1,5191.0,4.857,may,1,0,False
1666,27.766666666666666,0.4627777777777778,1.1,5191.0,4.857,may,1,0,False
577,9.616666666666667,0.1602777777777778,1.1,5191.0,4.857,may,1,0,False
137,2.283333333333333,0.03805555555555555,1.1,5191.0,4.857,may,1,0,False
366,6.1,0.10166666666666666,1.1,5191.0,4.857,may,1,0,False
314,5.233333333333333,0.08722222222222223,1.1,5191.0,4.857,may,1,0,False
160,2.6666666666666665,0.04444444444444444,1.1,5191.0,4.857,may,1,0,False
212,3.533333333333333,0.058888888888888886,1.1,5191.0,4.857,may,1,1,False
188,3.1333333333333333,0.05222222222222222,1.1,5191.0,4.857,may,1,0,False
22,0.36666666666666664,0.0061111111111111106,1.1,5191.0,4.857,may,1,0,False
616,10.266666666666667,0.17111111111111113,1.1,5191.0,4.857,may,1,1,False
178,2.966666666666667,0.049444444444444444,1.1,5191.0,4.857,may,1,1,False
355,5.916666666666667,0.09861111111111112,1.1,5191.0,4.857,may,1,0,False
225,3.75,0.0625,1.1,5191.0,4.857,may,1,0,False
160,2.6666666666666665,0.04444444444444444,1.1,5191.0,4.857,may,1,0,False
266,4.433333333333334,0.07388888888888889,1.1,5191.0,4.857,may,1,1,False
253,4.216666666666667,0.07027777777777779,1.1,5191.0,4.857,may,1,0,False
179,2.9833333333333334,0.04972222222222222,1.1,5191.0,4.857,may,1,0,False
269,4.483333333333333,0.07472222222222222,1.1,5191.0,4.857,may,1,0,False
135,2.25,0.0375,1.1,5191.0,4.857,may,1,0,False
161,2.683333333333333,0.04472222222222222,1.1,5191.0,4.857,may,1,1,False
787,13.116666666666667,0.21861111111111112,1.1,5191.0,4.857,may,1,0,False
145,2.4166666666666665,0.04027777777777777,1.1,5191.0,4.857,may,1,1,False
174,2.9,0.04833333333333333,1.1,5191.0,4.857,may,1,0,False
449,7.483333333333333,0.12472222222222222,1.1,5191.0,4.857,may,1,0,False
812,13.533333333333333,0.22555555555555556,1.1,5191.0,4.857,may,1,0,False
164,2.7333333333333334,0.04555555555555556,1.1,5191.0,4.857,may,1,0,False
366,6.1,0.10166666666666666,1.1,5191.0,4.857,may,1,0,False
357,5.95,0.09916666666666667,1.1,5191.0,4.857,may,1,0,False
232,3.8666666666666667,0.06444444444444444,1.1,5191.0,4.857,may,1,0,False
91,1.5166666666666666,0.025277777777777777,1.1,5191.0,4.857,may,1,0,False
273,4.55,0.07583333333333334,1.1,5191.0,4.857,may,1,0,False
158,2.6333333333333333,0.04388888888888889,1.1,5191.0,4.857,may,1,0,False
177,2.95,0.04916666666666667,1.1,5191.0,4.857,may,1,1,False
200,3.3333333333333335,0.05555555555555556,1.1,5191.0,4.857,may,1,0,False
172,2.8666666666666667,0.04777777777777778,1.1,5191.0,4.857,may,1,0,False
176,2.933333333333333,0.048888888888888885,1.1,5191.0,4.857,may,1,0,False
211,3.5166666666666666,0.05861111111111111,1.1,5191.0,4.857,may,1,0,False
214,3.566666666666667,0.059444444444444446,1.1,5191.0,4.857,may,1,0,False
1575,26.25,0.4375,1.1,5191.0,4.857,may,1,0,True
349,5.816666666666666,0.09694444444444444,1.1,5191.0,4.857,may,1,0,False
337,5.616666666666666,0.0936111111111111,1.1,5191.0,4.857,may,1,0,False
272,4.533333333333333,0.07555555555555556,1.1,5191.0,4.857,may,1,0,False
208,3.466666666666667,0.05777777777777778,1.1,5191.0,4.857,may,1,0,False
193,3.216666666666667,0.053611111111111116,1.1,5191.0,4.857,may,1,0,False
212,3.533333333333333,0.058888888888888886,1.1,5191.0,4.857,may,1,1,False
165,2.75,0.04583333333333333,1.1,5191.0,4.857,may,1,0,False
1042,17.366666666666667,0.28944444444444445,1.1,5191.0,4.857,may,1,0,True
20,0.3333333333333333,0.005555555555555555,1.1,5191.0,4.857,may,1,1,False
246,4.1,0.06833333333333333,1.1,5191.0,4.857,may,1,0,False
529,8.816666666666666,0.14694444444444443,1.1,5191.0,4.857,may,1,0,False
192,3.2,0.05333333333333334,1.1,5191.0,4.857,may,1,1,False
1467,24.45,0.4075,1.1,5191.0,4.857,may,1,0,True
188,3.1333333333333333,0.05222222222222222,1.1,5191.0,4.857,may,1,0,False
180,3.0,0.05,1.1,5191.0,4.857,may,1,0,False
48,0.8,0.013333333333333334,1.1,5191.0,4.857,may,1,0,False
213,3.55,0.059166666666666666,1.1,5191.0,4.857,may,1,1,False
545,9.083333333333334,0.1513888888888889,1.1,5191.0,4.857,may,1,0,False
583,9.716666666666667,0.16194444444444445,1.1,5191.0,4.857,may,1,1,False
221,3.683333333333333,0.06138888888888889,1.1,5191.0,4.857,may,1,0,False
426,7.1,0.11833333333333333,1.1,5191.0,4.857,may,1,0,False
287,4.783333333333333,0.07972222222222222,1.1,5191.0,4.857,may,1,0,False
197,3.283333333333333,0.05472222222222222,1.1,5191.0,4.857,may,1,0,False
257,4.283333333333333,0.07138888888888889,1.1,5191.0,4.857,may,1,0,False
229,3.816666666666667,0.06361111111111112,1.1,5191.0,4.857,may,1,0,False
55,0.9166666666666666,0.015277777777777777,1.1,5191.0,4.857,may,1,0,False
400,6.666666666666667,0.11111111111111112,1.1,5191.0,4.857,may,1,0,False
197,3.283333333333333,0.05472222222222222,1.1,5191.0,4.857,may,1,0,False
190,3.1666666666666665,0.05277777777777778,1.1,5191.0,4.857,may,1,0,False
21,0.35,0.005833333333333333,1.1,5191.0,4.857,may,1,0,False
300,5.0,0.08333333333333333,1.1,5191.0,4.857,may,1,0,False
123,2.05,0.034166666666666665,1.1,5191.0,4.857,may,1,0,False
293,4.883333333333334,0.0813888888888889,1.1,5191.0,4.857,may,1,0,False
325,5.416666666666667,0.09027777777777778,1.1,5191.0,4.857,may,1,1,False
514,8.566666666666666,0.14277777777777778,1.1,5191.0,4.857,may,1,0,False
849,14.15,0.23583333333333334,1.1,5191.0,4.857,may,1,0,False
194,3.2333333333333334,0.05388888888888889,1.1,5191.0,4.857,may,1,0,False
212,3.533333333333333,0.058888888888888886,1.1,5191.0,4.857,may,1,0,False
337,5.616666666666666,0.0936111111111111,1.1,5191.0,4.857,may,1,0,False
286,4.766666666666667,0.07944444444444444,1.1,5191.0,4.857,may,1,0,False
247,4.116666666666666,0.06861111111111111,1.1,5191.0,4.857,may,1,0,False
518,8.633333333333333,0.14388888888888887,1.1,5191.0,4.857,may,1,0,False
364,6.066666666666666,0.10111111111111111,1.1,5191.0,4.857,may,1,0,False
178,2.966666666666667,0.049444444444444444,1.1,5191.0,4.857,may,1,0,False
98,1.6333333333333333,0.02722222222222222,1.1,5191.0,4.857,may,1,0,False
439,7.316666666666666,0.12194444444444444,1.1,5191.0,4.857,may,1,0,False
139,2.316666666666667,0.03861111111111112,1.1,5191.0,4.857,may,1,0,False
79,1.3166666666666667,0.021944444444444444,1.1,5191.0,4.857,may,1,0,False
175,2.9166666666666665,0.04861111111111111,1.1,5191.0,4.857,may,1,1,False
262,4.366666666666666,0.07277777777777777,1.1,5191.0,4.857,may,1,1,False
61,1.0166666666666666,0.016944444444444443,1.1,5191.0,4.857,may,1,0,False
78,1.3,0.021666666666666667,1.1,5191.0,4.857,may,1,1,False
102,1.7,0.028333333333333332,1.1,5191.0,4.857,may,1,0,False
579,9.65,0.16083333333333333,1.1,5191.0,4.857,may,1,0,True
143,2.3833333333333333,0.03972222222222222,1.1,5191.0,4.857,may,1,1,False
677,11.283333333333333,0.18805555555555556,1.1,5191.0,4.857,may,1,0,False
267,4.45,0.07416666666666667,1.1,5191.0,4.857,may,1,0,False
345,5.75,0.09583333333333334,1.1,5191.0,4.857,may,1,0,False
185,3.0833333333333335,0.051388888888888894,1.1,5191.0,4.857,may,1,0,False
207,3.45,0.0575,1.1,5191.0,4.857,may,1,0,False
69,1.15,0.019166666666666665,1.1,5191.0,4.857,may,1,0,False
100,1.6666666666666667,0.02777777777777778,1.1,5191.0,4.857,may,1,0,False
125,2.0833333333333335,0.034722222222222224,1.1,5191.0,4.857,may,1,0,False
461,7.683333333333334,0.12805555555555556,1.1,5191.0,4.857,may,1,0,True
240,4.0,0.06666666666666667,1.1,5191.0,4.857,may,1,0,False
70,1.1666666666666667,0.019444444444444445,1.1,5191.0,4.857,may,1,0,False
193,3.216666666666667,0.053611111111111116,1.1,5191.0,4.857,may,1,0,False
136,2.2666666666666666,0.03777777777777778,1.1,5191.0,4.857,may,1,0,False
73,1.2166666666666666,0.020277777777777777,1.1,5191.0,4.857,may,1,0,False
528,8.8,0.14666666666666667,1.1,5191.0,4.857,may,1,0,False
541,9.016666666666667,0.1502777777777778,1.1,5191.0,4.857,may,1,0,False
338,5.633333333333334,0.0938888888888889,1.1,5191.0,4.857,may,1,0,False
163,2.716666666666667,0.04527777777777778,1.1,5191.0,4.857,may,1,0,False
87,1.45,0.024166666666666666,1.1,5191.0,4.857,may,1,0,False
301,5.016666666666667,0.08361111111111111,1.1,5191.0,4.857,may,1,0,False
46,0.7666666666666667,0.012777777777777779,1.1,5191.0,4.857,may,1,0,False
52,0.8666666666666667,0.014444444444444446,1.1,5191.0,4.857,may,1,0,False
204,3.4,0.056666666666666664,1.1,5191.0,4.857,may,1,0,False
155,2.5833333333333335,0.043055555555555555,1.1,5191.0,4.857,may,1,1,False
98,1.6333333333333333,0.02722222222222222,1.1,5191.0,4.857,may,1,1,False
71,1.1833333333333333,0.01972222222222222,1.1,5191.0,4.857,may,1,0,False
243,4.05,0.06749999999999999,1.1,5191.0,4.857,may,1,0,False
186,3.1,0.051666666666666666,1.1,5191.0,4.857,may,1,0,False
579,9.65,0.16083333333333333,1.1,5191.0,4.857,may,1,0,False
165,2.75,0.04583333333333333,1.1,5191.0,4.857,may,1,0,False
163,2.716666666666667,0.04527777777777778,1.1,5191.0,4.857,may,1,1,False
46,0.7666666666666667,0.012777777777777779,1.1,5191.0,4.857,may,1,0,False
559,9.316666666666666,0.15527777777777776,1.1,5191.0,4.857,may,1,0,False
2033,33.88333333333333,0.5647222222222222,1.1,5191.0,4.857,may,1,0,False
85,1.4166666666666667,0.023611111111111114,1.1,5191.0,4.857,may,1,0,False
506,8.433333333333334,0.14055555555555557,1.1,5191.0,4.857,may,1,1,False
114,1.9,0.03166666666666666,1.1,5191.0,4.857,may,1,0,False
114,1.9,0.03166666666666666,1.1,5191.0,4.857,may,1,0,False
843,14.05,0.2341666666666667,1.1,5191.0,4.857,may,1,0,False
181,3.0166666666666666,0.050277777777777775,1.1,5191.0,4.857,may,1,1,False
427,7.116666666666666,0.1186111111111111,1.1,5191.0,4.857,may,1,0,False
292,4.866666666666666,0.0811111111111111,1.1,5191.0,4.857,may,1,1,False
192,3.2,0.05333333333333334,1.1,5191.0,4.857,may,1,0,False
93,1.55,0.025833333333333333,1.1,5191.0,4.857,may,1,0,False
128,2.1333333333333333,0.035555555555555556,1.1,5191.0,4.857,may,1,0,False
107,1.7833333333333334,0.029722222222222223,1.1,5191.0,4.857,may,1,1,False
303,5.05,0.08416666666666667,1.1,5191.0,4.857,may,1,0,False
81,1.35,0.022500000000000003,1.1,5191.0,4.857,may,1,0,False
270,4.5,0.075,1.1,5191.0,4.857,may,1,0,False
228,3.8,0.06333333333333332,1.1,5191.0,4.857,may,1,0,False
240,4.0,0.06666666666666667,1.1,5191.0,4.857,may,1,0,False
673,11.216666666666667,0.18694444444444444,1.1,5191.0,4.857,may,1,1,True
233,3.8833333333333333,0.06472222222222222,1.1,5191.0,4.857,may,1,0,False
102,1.7,0.028333333333333332,1.1,5191.0,4.857,may,1,0,False
461,7.683333333333334,0.12805555555555556,1.1,5191.0,4.857,may,1,0,False
250,4.166666666666667,0.06944444444444445,1.1,5191.0,4.857,may,1,0,False
130,2.1666666666666665,0.03611111111111111,1.1,5191.0,4.857,may,1,0,False
252,4.2,0.07,1.1,5191.0,4.857,may,1,0,False
138,2.3,0.03833333333333333,1.1,5191.0,4.857,may,1,0,False
412,6.866666666666666,0.11444444444444443,1.1,5191.0,4.857,may,1,0,False
179,2.9833333333333334,0.04972222222222222,1.1,5191.0,4.857,may,1,0,False
19,0.31666666666666665,0.005277777777777778,1.1,5191.0,4.857,may,1,0,False
228,3.8,0.06333333333333332,1.1,5191.0,4.857,may,1,0,False
55,0.9166666666666666,0.015277777777777777,1.1,5191.0,4.857,may,1,0,False
717,11.95,0.19916666666666666,1.1,5191.0,4.857,may,1,0,False
313,5.216666666666667,0.08694444444444445,1.1,5191.0,4.857,may,1,0,False
289,4.816666666666666,0.08027777777777777,1.1,5191.0,4.857,may,1,0,False
683,11.383333333333333,0.1897222222222222,1.1,5191.0,4.857,may,1,0,False
1077,17.95,0.29916666666666664,1.1,5191.0,4.857,may,1,0,False
146,2.433333333333333,0.04055555555555555,1.1,5191.0,4.857,may,1,0,False
167,2.783333333333333,0.04638888888888889,1.1,5191.0,4.857,may,1,0,False
356,5.933333333333334,0.09888888888888889,1.1,5191.0,4.857,may,1,0,False
277,4.616666666666666,0.07694444444444444,1.1,5191.0,4.857,may,1,0,False
172,2.8666666666666667,0.04777777777777778,1.1,5191.0,4.857,may,1,0,False
218,3.6333333333333333,0.06055555555555556,1.1,5191.0,4.857,may,1,0,False
217,3.6166666666666667,0.06027777777777778,1.1,5191.0,4.857,may,1,1,False
67,1.1166666666666667,0.018611111111111113,1.1,5191.0,4.857,may,1,0,False
291,4.85,0.08083333333333333,1.1,5191.0,4.857,may,1,0,False
248,4.133333333333334,0.0688888888888889,1.1,5191.0,4.857,may,1,0,False
256,4.266666666666667,0.07111111111111111,1.1,5191.0,4.857,may,1,0,False
286,4.766666666666667,0.07944444444444444,1.1,5191.0,4.857,may,1,0,False
477,7.95,0.1325,1.1,5191.0,4.857,may,1,0,False
611,10.183333333333334,0.16972222222222222,1.1,5191.0,4.857,may,1,0,False
471,7.85,0.13083333333333333,1.1,5191.0,4.857,may,1,0,False
381,6.35,0.10583333333333332,1.1,5191.0,4.857,may,1,0,False
251,4.183333333333334,0.06972222222222223,1.1,5191.0,4.857,may,1,0,False
408,6.8,0.11333333333333333,1.1,5191.0,4.857,may,1,1,False
287,4.783333333333333,0.07972222222222222,1.1,5191.0,4.857,may,1,0,False
322,5.366666666666666,0.08944444444444444,1.1,5191.0,4.857,may,1,0,False
216,3.6,0.060000000000000005,1.1,5191.0,4.857,may,1,0,False
366,6.1,0.10166666666666666,1.1,5191.0,4.857,may,1,0,False
210,3.5,0.058333333333333334,1.1,5191.0,4.857,may,1,0,False
288,4.8,0.08,1.1,5191.0,4.857,may,1,0,False
168,2.8,0.04666666666666666,1.1,5191.0,4.857,may,1,0,False
132,2.2,0.03666666666666667,1.1,5191.0,4.857,may,1,0,False
64,1.0666666666666667,0.017777777777777778,1.1,5191.0,4.857,may,1,0,False
209,3.4833333333333334,0.058055555555555555,1.1,5191.0,4.857,may,1,0,False
410,6.833333333333333,0.11388888888888889,1.1,5191.0,4.857,may,1,0,False
177,2.95,0.04916666666666667,1.1,5191.0,4.857,may,1,1,False
580,9.666666666666666,0.1611111111111111,1.1,5191.0,4.857,may,1,0,False
165,2.75,0.04583333333333333,1.1,5191.0,4.857,may,1,0,False
127,2.1166666666666667,0.035277777777777776,1.1,5191.0,4.857,may,1,0,False
357,5.95,0.09916666666666667,1.1,5191.0,4.857,may,1,0,False
175,2.9166666666666665,0.04861111111111111,1.1,5191.0,4.857,may,1,0,False
300,5.0,0.08333333333333333,1.1,5191.0,4.857,may,1,0,False
136,2.2666666666666666,0.03777777777777778,1.1,5191.0,4.857,may,1,0,False
125,2.0833333333333335,0.034722222222222224,1.1,5191.0,4.857,may,1,0,False
189,3.15,0.0525,1.1,5191.0,4.857,may,1,1,False
213,3.55,0.059166666666666666,1.1,5191.0,4.857,may,1,1,False
238,3.966666666666667,0.0661111111111111,1.1,5191.0,4.857,may,1,0,False
124,2.066666666666667,0.03444444444444445,1.1,5191.0,4.857,may,1,0,False
18,0.3,0.005,1.1,5191.0,4.857,may,1,0,False
730,12.166666666666666,0.20277777777777778,1.1,5191.0,4.857,may,1,0,False
40,0.6666666666666666,0.01111111111111111,1.1,5191.0,4.857,may,1,0,False
181,3.0166666666666666,0.050277777777777775,1.1,5191.0,4.857,may,1,0,False
79,1.3166666666666667,0.021944444444444444,1.1,5191.0,4.857,may,1,0,False
142,2.3666666666666667,0.03944444444444444,1.1,5191.0,4.857,may,1,0,False
389,6.483333333333333,0.10805555555555556,1.1,5191.0,4.857,may,1,1,False
702,11.7,0.19499999999999998,1.1,5191.0,4.857,may,1,0,False
151,2.5166666666666666,0.041944444444444444,1.1,5191.0,4.857,may,1,0,False
211,3.5166666666666666,0.05861111111111111,1.1,5191.0,4.857,may,1,0,False
117,1.95,0.0325,1.1,5191.0,4.857,may,1,0,False
232,3.8666666666666667,0.06444444444444444,1.1,5191.0,4.857,may,1,0,False
408,6.8,0.11333333333333333,1.1,5191.0,4.857,may,1,0,False
370,6.166666666666667,0.10277777777777779,1.1,5191.0,4.857,may,1,1,False
179,2.9833333333333334,0.04972222222222222,1.1,5191.0,4.857,may,1,0,False
46,0.7666666666666667,0.012777777777777779,1.1,5191.0,4.857,may,1,1,False
200,3.3333333333333335,0.05555555555555556,1.1,5191.0,4.857,may,1,0,False
50,0.8333333333333334,0.01388888888888889,1.1,5191.0,4.857,may,1,1,False
181,3.0166666666666666,0.050277777777777775,1.1,5191.0,4.857,may,1,1,False
119,1.9833333333333334,0.03305555555555555,1.1,5191.0,4.857,may,1,1,False
361,6.016666666666667,0.10027777777777777,1.1,5191.0,4.857,may,1,0,False
73,1.2166666666666666,0.020277777777777777,1.1,5191.0,4.857,may,1,0,False
67,1.1166666666666667,0.018611111111111113,1.1,5191.0,4.857,may,1,0,False
350,5.833333333333333,0.09722222222222222,1.1,5191.0,4.857,may,1,0,False
150,2.5,0.041666666666666664,1.1,5191.0,4.857,may,1,0,False
332,5.533333333333333,0.09222222222222222,1.1,5191.0,4.857,may,1,0,False
611,10.183333333333334,0.16972222222222222,1.1,5191.0,4.857,may,1,0,False
58,0.9666666666666667,0.01611111111111111,1.1,5191.0,4.857,may,1,0,False
151,2.5166666666666666,0.041944444444444444,1.1,5191.0,4.857,may,1,0,False
89,1.4833333333333334,0.024722222222222222,1.1,5191.0,4.857,may,1,0,False
152,2.533333333333333,0.042222222222222223,1.1,5191.0,4.857,may,1,0,False
611,10.183333333333334,0.16972222222222222,1.1,5191.0,4.857,may,1,0,False
110,1.8333333333333333,0.030555555555555555,1.1,5191.0,4.857,may,1,1,False
463,7.716666666666667,0.12861111111111112,1.1,5191.0,4.857,may,1,0,False
962,16.033333333333335,0.26722222222222225,1.1,5191.0,4.857,may,1,0,False
102,1.7,0.028333333333333332,1.1,5191.0,4.857,may,1,0,False
10,0.16666666666666666,0.0027777777777777775,1.1,5191.0,4.857,may,1,0,False
118,1.9666666666666666,0.032777777777777774,1.1,5191.0,4.857,may,1,0,False
92,1.5333333333333334,0.025555555555555557,1.1,5191.0,4.857,may,1,0,False
143,2.3833333333333333,0.03972222222222222,1.1,5191.0,4.857,may,1,0,False
189,3.15,0.0525,1.1,5191.0,4.857,may,1,0,False
75,1.25,0.020833333333333332,1.1,5191.0,4.857,may,1,0,False
189,3.15,0.0525,1.1,5191.0,4.857,may,1,0,False
55,0.9166666666666666,0.015277777777777777,1.1,5191.0,4.857,may,1,0,False
935,15.583333333333334,0.25972222222222224,1.1,5191.0,4.857,may,1,0,True
56,0.9333333333333333,0.015555555555555555,1.1,5191.0,4.857,may,1,1,False
5,0.08333333333333333,0.0013888888888888887,1.1,5191.0,4.857,may,1,0,False
225,3.75,0.0625,1.1,5191.0,4.857,may,1,0,False
125,2.0833333333333335,0.034722222222222224,1.1,5191.0,4.857,may,1,0,False
286,4.766666666666667,0.07944444444444444,1.1,5191.0,4.857,may,1,1,False
206,3.433333333333333,0.057222222222222216,1.1,5191.0,4.857,may,1,1,False
164,2.7333333333333334,0.04555555555555556,1.1,5191.0,4.857,may,1,0,False
98,1.6333333333333333,0.02722222222222222,1.1,5191.0,4.857,may,1,0,False
446,7.433333333333334,0.1238888888888889,1.1,5191.0,4.857,may,1,0,False
742,12.366666666666667,0.2061111111111111,1.1,5191.0,4.857,may,1,1,False
120,2.0,0.03333333333333333,1.1,5191.0,4.857,may,1,0,False
122,2.033333333333333,0.033888888888888885,1.1,5191.0,4.857,may,1,0,False
362,6.033333333333333,0.10055555555555555,1.1,5191.0,4.857,may,1,0,False
357,5.95,0.09916666666666667,1.1,5191.0,4.857,may,1,0,False
200,3.3333333333333335,0.05555555555555556,1.1,5191.0,4.857,may,1,1,False
107,1.7833333333333334,0.029722222222222223,1.1,5191.0,4.857,may,1,0,False
267,4.45,0.07416666666666667,1.1,5191.0,4.857,may,1,0,False
248,4.133333333333334,0.0688888888888889,1.1,5191.0,4.857,may,1,0,False
215,3.5833333333333335,0.059722222222222225,1.1,5191.0,4.857,may,1,0,False
209,3.4833333333333334,0.058055555555555555,1.1,5191.0,4.857,may,1,0,False
205,3.4166666666666665,0.05694444444444444,1.1,5191.0,4.857,may,1,1,False
261,4.35,0.0725,1.1,5191.0,4.857,may,1,0,False
83,1.3833333333333333,0.023055555555555555,1.1,5191.0,4.857,may,1,0,False
106,1.7666666666666666,0.029444444444444443,1.1,5191.0,4.857,may,1,0,False
106,1.7666666666666666,0.029444444444444443,1.1,5191.0,4.857,may,1,0,False
108,1.8,0.030000000000000002,1.1,5191.0,4.857,may,1,0,False
214,3.566666666666667,0.059444444444444446,1.1,5191.0,4.857,may,1,0,False
358,5.966666666666667,0.09944444444444445,1.1,5191.0,4.857,may,1,0,False
453,7.55,0.12583333333333332,1.1,5191.0,4.857,may,1,0,False
364,6.066666666666666,0.10111111111111111,1.1,5191.0,4.857,may,1,0,False
136,2.2666666666666666,0.03777777777777778,1.1,5191.0,4.857,may,1,0,False
173,2.8833333333333333,0.04805555555555555,1.1,5191.0,4.857,may,1,0,False
241,4.016666666666667,0.06694444444444445,1.1,5191.0,4.857,may,1,0,False
224,3.7333333333333334,0.06222222222222222,1.1,5191.0,4.857,may,1,0,False
148,2.466666666666667,0.04111111111111111,1.1,5191.0,4.857,may,1,1,False
230,3.8333333333333335,0.0638888888888889,1.1,5191.0,4.857,may,1,0,False
199,3.316666666666667,0.05527777777777778,1.1,5191.0,4.857,may,1,0,False
196,3.2666666666666666,0.05444444444444444,1.1,5191.0,4.857,may,1,1,False
111,1.85,0.030833333333333334,1.1,5191.0,4.857,may,1,0,False
231,3.85,0.06416666666666666,1.1,5191.0,4.857,may,1,0,False
316,5.266666666666667,0.08777777777777777,1.1,5191.0,4.857,may,1,0,False
240,4.0,0.06666666666666667,1.1,5191.0,4.857,may,1,0,False
669,11.15,0.18583333333333335,1.1,5191.0,4.857,may,1,0,False
425,7.083333333333333,0.11805555555555555,1.1,5191.0,4.857,may,1,0,False
121,2.0166666666666666,0.03361111111111111,1.1,5191.0,4.857,may,1,0,False
174,2.9,0.04833333333333333,1.1,5191.0,4.857,may,1,0,False
88,1.4666666666666666,0.024444444444444442,1.1,5191.0,4.857,may,1,1,False
313,5.216666666666667,0.08694444444444445,1.1,5191.0,4.857,may,1,0,False
135,2.25,0.0375,1.1,5191.0,4.857,may,1,0,False
152,2.533333333333333,0.042222222222222223,1.1,5191.0,4.857,may,1,0,False
402,6.7,0.11166666666666666,1.1,5191.0,4.857,may,1,1,False
221,3.683333333333333,0.06138888888888889,1.1,5191.0,4.857,may,1,0,False
213,3.55,0.059166666666666666,1.1,5191.0,4.857,may,1,0,False
144,2.4,0.04,1.1,5191.0,4.857,may,1,0,False
158,2.6333333333333333,0.04388888888888889,1.1,5191.0,4.857,may,1,0,False
220,3.6666666666666665,0.06111111111111111,1.1,5191.0,4.857,may,1,0,False
325,5.416666666666667,0.09027777777777778,1.1,5191.0,4.857,may,1,0,False
254,4.233333333333333,0.07055555555555555,1.1,5191.0,4.857,may,1,0,False
503,8.383333333333333,0.13972222222222222,1.1,5191.0,4.857,may,1,0,False
680,11.333333333333334,0.1888888888888889,1.1,5191.0,4.857,may,1,0,False
421,7.016666666666667,0.11694444444444445,1.1,5191.0,4.857,may,1,0,False
130,2.1666666666666665,0.03611111111111111,1.1,5191.0,4.857,may,1,0,False
164,2.7333333333333334,0.04555555555555556,1.1,5191.0,4.857,may,1,0,False
174,2.9,0.04833333333333333,1.1,5191.0,4.857,may,1,0,False
113,1.8833333333333333,0.03138888888888889,1.1,5191.0,4.857,may,1,0,False
195,3.25,0.05416666666666667,1.1,5191.0,4.857,may,1,0,False
347,5.783333333333333,0.09638888888888889,1.1,5191.0,4.857,may,1,0,False
208,3.466666666666667,0.05777777777777778,1.1,5191.0,4.857,may,1,0,False
404,6.733333333333333,0.11222222222222222,1.1,5191.0,4.857,may,1,0,False
396,6.6,0.11,1.1,5191.0,4.857,may,1,0,False
